County,Statistic,CensusYear,Sex,Age Group,value
Clare,Population 2011 to 2016,2016,Male,15 - 19 years,3924.0
Clare,Population 2011 to 2016,2016,Male,20 - 24 years,2985.0
Clare,Population 2011 to 2016,2016,Male,25 - 29 years,2792.0
Clare,Population 2011 to 2016,2016,Male,30 - 34 years,3579.0
Clare,Population 2011 to 2016,2016,Male,35 - 39 years,4302.0
Clare,Population 2011 to 2016,2016,Male,40 - 44 years,4420.0
Clare,Population 2011 to 2016,2016,Male,45 - 49 years,4348.0
Clare,Population 2011 to 2016,2016,Male,50 - 54 years,3992.0
Clare,Population 2011 to 2016,2016,Male,55 - 59 years,3749.0
Clare,Population 2011 to 2016,2016,Male,60 - 64 years,3292.0
Clare,Population 2011 to 2016,2016,Male,65 - 69 years,3097.0
Clare,Population 2011 to 2016,2016,Male,70 - 74 years,2290.0
Clare,Population 2011 to 2016,2016,Male,75 - 79 years,1464.0
Clare,Population 2011 to 2016,2016,Male,80 - 84 years,954.0
Clare,Population 2011 to 2016,2016,Male,85 years and over,614.0
Cork,Population 2011 to 2016,2016,Male,All ages,268675.0
Cork,Population 2011 to 2016,2016,Male,0 - 4 years,19168.0
Cork,Population 2011 to 2016,2016,Male,5 - 9 years,20625.0
Cork,Population 2011 to 2016,2016,Male,10 - 14 years,18191.0
Cork,Population 2011 to 2016,2016,Male,15 - 19 years,17728.0
Cork,Population 2011 to 2016,2016,Male,20 - 24 years,16224.0
Cork,Population 2011 to 2016,2016,Male,25 - 29 years,15999.0
Cork,Population 2011 to 2016,2016,Male,30 - 34 years,19249.0
Cork,Population 2011 to 2016,2016,Male,35 - 39 years,21588.0
Cork,Population 2011 to 2016,2016,Male,40 - 44 years,20382.0
Cork,Population 2011 to 2016,2016,Male,45 - 49 years,18789.0
Cork,Population 2011 to 2016,2016,Male,50 - 54 years,17520.0
Cork,Population 2011 to 2016,2016,Male,55 - 59 years,15487.0
Cork,Population 2011 to 2016,2016,Male,60 - 64 years,13605.0
Cork,Population 2011 to 2016,2016,Male,65 - 69 years,11997.0
Cork,Population 2011 to 2016,2016,Male,70 - 74 years,9087.0
Cork,Population 2011 to 2016,2016,Male,75 - 79 years,6265.0
Cork,Population 2011 to 2016,2016,Male,80 - 84 years,4175.0
Cork,Population 2011 to 2016,2016,Male,85 years and over,2596.0
Kerry,Population 2011 to 2016,2016,Male,All ages,73055.0
Kerry,Population 2011 to 2016,2016,Male,0 - 4 years,4573.0
Kerry,Population 2011 to 2016,2016,Male,5 - 9 years,5132.0
Kerry,Population 2011 to 2016,2016,Male,10 - 14 years,4880.0
Kerry,Population 2011 to 2016,2016,Male,15 - 19 years,4641.0
Kerry,Population 2011 to 2016,2016,Male,20 - 24 years,3345.0
Kerry,Population 2011 to 2016,2016,Male,25 - 29 years,3437.0
Kerry,Population 2011 to 2016,2016,Male,30 - 34 years,4623.0
Kerry,Population 2011 to 2016,2016,Male,35 - 39 years,5430.0
Kerry,Population 2011 to 2016,2016,Male,40 - 44 years,5362.0
Kerry,Population 2011 to 2016,2016,Male,45 - 49 years,5250.0
Kerry,Population 2011 to 2016,2016,Male,50 - 54 years,5008.0
Kerry,Population 2011 to 2016,2016,Male,55 - 59 years,4872.0
Kerry,Population 2011 to 2016,2016,Male,60 - 64 years,4584.0
Kerry,Population 2011 to 2016,2016,Male,65 - 69 years,4375.0
Kerry,Population 2011 to 2016,2016,Male,70 - 74 years,3246.0
Kerry,Population 2011 to 2016,2016,Male,75 - 79 years,2139.0
Kerry,Population 2011 to 2016,2016,Male,80 - 84 years,1310.0
Kerry,Population 2011 to 2016,2016,Male,85 years and over,848.0
Limerick,Population 2011 to 2016,2016,Male,All ages,97340.0
Limerick,Population 2011 to 2016,2016,Male,0 - 4 years,6686.0
Limerick,Population 2011 to 2016,2016,Male,5 - 9 years,7233.0
Limerick,Population 2011 to 2016,2016,Male,10 - 14 years,6386.0
Limerick,Population 2011 to 2016,2016,Male,15 - 19 years,6783.0
Limerick,Population 2011 to 2016,2016,Male,20 - 24 years,6367.0
Limerick,Population 2011 to 2016,2016,Male,25 - 29 years,5982.0
Limerick,Population 2011 to 2016,2016,Male,30 - 34 years,6910.0
Limerick,Population 2011 to 2016,2016,Male,35 - 39 years,7586.0
Limerick,Population 2011 to 2016,2016,Male,40 - 44 years,7152.0
Limerick,Population 2011 to 2016,2016,Male,45 - 49 years,6572.0
Limerick,Population 2011 to 2016,2016,Male,50 - 54 years,5956.0
Limerick,Population 2011 to 2016,2016,Male,55 - 59 years,5733.0
Limerick,Population 2011 to 2016,2016,Male,60 - 64 years,5261.0
Limerick,Population 2011 to 2016,2016,Male,65 - 69 years,4632.0
Limerick,Population 2011 to 2016,2016,Male,70 - 74 years,3421.0
Limerick,Population 2011 to 2016,2016,Male,75 - 79 years,2343.0
Limerick,Population 2011 to 2016,2016,Male,80 - 84 years,1468.0
Limerick,Population 2011 to 2016,2016,Male,85 years and over,869.0
Tipperary,Population 2011 to 2016,2016,Male,All ages,79668.0
Tipperary,Population 2011 to 2016,2016,Male,0 - 4 years,5592.0
Tipperary,Population 2011 to 2016,2016,Male,5 - 9 years,6123.0
Tipperary,Population 2011 to 2016,2016,Male,10 - 14 years,5680.0
Tipperary,Population 2011 to 2016,2016,Male,15 - 19 years,5457.0
Tipperary,Population 2011 to 2016,2016,Male,20 - 24 years,3992.0
Tipperary,Population 2011 to 2016,2016,Male,25 - 29 years,3995.0
Tipperary,Population 2011 to 2016,2016,Male,30 - 34 years,4933.0
Tipperary,Population 2011 to 2016,2016,Male,35 - 39 years,5843.0
Tipperary,Population 2011 to 2016,2016,Male,40 - 44 years,5832.0
Tipperary,Population 2011 to 2016,2016,Male,45 - 49 years,5658.0
Tipperary,Population 2011 to 2016,2016,Male,50 - 54 years,5466.0
Tipperary,Population 2011 to 2016,2016,Male,55 - 59 years,5014.0
Tipperary,Population 2011 to 2016,2016,Male,60 - 64 years,4571.0
Tipperary,Population 2011 to 2016,2016,Male,65 - 69 years,3971.0
Tipperary,Population 2011 to 2016,2016,Male,70 - 74 years,3053.0
Tipperary,Population 2011 to 2016,2016,Male,75 - 79 years,2084.0
Tipperary,Population 2011 to 2016,2016,Male,80 - 84 years,1457.0
Tipperary,Population 2011 to 2016,2016,Male,85 years and over,947.0
Waterford,Population 2011 to 2016,2016,Male,All ages,57651.0
Waterford,Population 2011 to 2016,2016,Male,0 - 4 years,3921.0
Waterford,Population 2011 to 2016,2016,Male,5 - 9 years,4455.0
Waterford,Population 2011 to 2016,2016,Male,10 - 14 years,4164.0
Waterford,Population 2011 to 2016,2016,Male,15 - 19 years,4000.0
Waterford,Population 2011 to 2016,2016,Male,20 - 24 years,3097.0
Waterford,Population 2011 to 2016,2016,Male,25 - 29 years,3072.0
Waterford,Population 2011 to 2016,2016,Male,30 - 34 years,3577.0
Waterford,Population 2011 to 2016,2016,Male,35 - 39 years,4398.0
Waterford,Population 2011 to 2016,2016,Male,40 - 44 years,4197.0
Waterford,Population 2011 to 2016,2016,Male,45 - 49 years,4100.0
Waterford,Population 2011 to 2016,2016,Male,50 - 54 years,3893.0
Waterford,Population 2011 to 2016,2016,Male,55 - 59 years,3421.0
Waterford,Population 2011 to 2016,2016,Male,60 - 64 years,3166.0
Waterford,Population 2011 to 2016,2016,Male,65 - 69 years,2857.0
Waterford,Population 2011 to 2016,2016,Male,70 - 74 years,2194.0
Waterford,Population 2011 to 2016,2016,Male,75 - 79 years,1548.0
Waterford,Population 2011 to 2016,2016,Male,80 - 84 years,975.0
Waterford,Population 2011 to 2016,2016,Male,85 years and over,616.0
Galway,Population 2011 to 2016,2016,Male,All ages,127663.0
Galway,Population 2011 to 2016,2016,Male,0 - 4 years,9141.0
Galway,Population 2011 to 2016,2016,Male,5 - 9 years,9621.0
Galway,Population 2011 to 2016,2016,Male,10 - 14 years,8801.0
Galway,Population 2011 to 2016,2016,Male,15 - 19 years,8413.0
Galway,Population 2011 to 2016,2016,Male,20 - 24 years,8273.0
Galway,Population 2011 to 2016,2016,Male,25 - 29 years,7536.0
Galway,Population 2011 to 2016,2016,Male,30 - 34 years,8970.0
Galway,Population 2011 to 2016,2016,Male,35 - 39 years,10425.0
Galway,Population 2011 to 2016,2016,Male,40 - 44 years,9487.0
Galway,Population 2011 to 2016,2016,Male,45 - 49 years,8791.0
Galway,Population 2011 to 2016,2016,Male,50 - 54 years,7824.0
Galway,Population 2011 to 2016,2016,Male,55 - 59 years,7191.0
Galway,Population 2011 to 2016,2016,Male,60 - 64 years,6673.0
Galway,Population 2011 to 2016,2016,Male,65 - 69 years,5718.0
Galway,Population 2011 to 2016,2016,Male,70 - 74 years,4394.0
Galway,Population 2011 to 2016,2016,Male,75 - 79 years,3048.0
Galway,Population 2011 to 2016,2016,Male,80 - 84 years,2025.0
Galway,Population 2011 to 2016,2016,Male,85 years and over,1332.0
Leitrim,Population 2011 to 2016,2016,Male,All ages,16064.0
Leitrim,Population 2011 to 2016,2016,Male,0 - 4 years,1113.0
Leitrim,Population 2011 to 2016,2016,Male,5 - 9 years,1210.0
Leitrim,Population 2011 to 2016,2016,Male,10 - 14 years,1207.0
Leitrim,Population 2011 to 2016,2016,Male,15 - 19 years,976.0
Leitrim,Population 2011 to 2016,2016,Male,20 - 24 years,662.0
Leitrim,Population 2011 to 2016,2016,Male,25 - 29 years,704.0
Leitrim,Population 2011 to 2016,2016,Male,30 - 34 years,944.0
Leitrim,Population 2011 to 2016,2016,Male,35 - 39 years,1172.0
Leitrim,Population 2011 to 2016,2016,Male,40 - 44 years,1141.0
Leitrim,Population 2011 to 2016,2016,Male,45 - 49 years,1102.0
Leitrim,Population 2011 to 2016,2016,Male,50 - 54 years,1094.0
Leitrim,Population 2011 to 2016,2016,Male,55 - 59 years,1073.0
Leitrim,Population 2011 to 2016,2016,Male,60 - 64 years,1026.0
Leitrim,Population 2011 to 2016,2016,Male,65 - 69 years,898.0
Leitrim,Population 2011 to 2016,2016,Male,70 - 74 years,700.0
Leitrim,Population 2011 to 2016,2016,Male,75 - 79 years,483.0
Leitrim,Population 2011 to 2016,2016,Male,80 - 84 years,323.0
Leitrim,Population 2011 to 2016,2016,Male,85 years and over,236.0
Mayo,Population 2011 to 2016,2016,Male,All ages,65047.0
Mayo,Population 2011 to 2016,2016,Male,0 - 4 years,4353.0
Mayo,Population 2011 to 2016,2016,Male,5 - 9 years,4656.0
Mayo,Population 2011 to 2016,2016,Male,10 - 14 years,4570.0
Mayo,Population 2011 to 2016,2016,Male,15 - 19 years,4242.0
Mayo,Population 2011 to 2016,2016,Male,20 - 24 years,2991.0
Mayo,Population 2011 to 2016,2016,Male,25 - 29 years,3113.0
Mayo,Population 2011 to 2016,2016,Male,30 - 34 years,3914.0
Mayo,Population 2011 to 2016,2016,Male,35 - 39 years,4313.0
Mayo,Population 2011 to 2016,2016,Male,40 - 44 years,4475.0
Mayo,Population 2011 to 2016,2016,Male,45 - 49 years,4433.0
Mayo,Population 2011 to 2016,2016,Male,50 - 54 years,4400.0
Mayo,Population 2011 to 2016,2016,Male,55 - 59 years,4381.0
Mayo,Population 2011 to 2016,2016,Male,60 - 64 years,4095.0
Mayo,Population 2011 to 2016,2016,Male,65 - 69 years,3976.0
Mayo,Population 2011 to 2016,2016,Male,70 - 74 years,2927.0
Mayo,Population 2011 to 2016,2016,Male,75 - 79 years,1960.0
Mayo,Population 2011 to 2016,2016,Male,80 - 84 years,1352.0
Mayo,Population 2011 to 2016,2016,Male,85 years and over,896.0
Roscommon,Population 2011 to 2016,2016,Male,All ages,32377.0
Roscommon,Population 2011 to 2016,2016,Male,0 - 4 years,2236.0
Roscommon,Population 2011 to 2016,2016,Male,5 - 9 years,2419.0
Roscommon,Population 2011 to 2016,2016,Male,10 - 14 years,2313.0
Roscommon,Population 2011 to 2016,2016,Male,15 - 19 years,2034.0
Roscommon,Population 2011 to 2016,2016,Male,20 - 24 years,1436.0
Roscommon,Population 2011 to 2016,2016,Male,25 - 29 years,1559.0
Roscommon,Population 2011 to 2016,2016,Male,30 - 34 years,1956.0
Roscommon,Population 2011 to 2016,2016,Male,35 - 39 years,2277.0
Roscommon,Population 2011 to 2016,2016,Male,40 - 44 years,2288.0
Roscommon,Population 2011 to 2016,2016,Male,45 - 49 years,2321.0
Roscommon,Population 2011 to 2016,2016,Male,50 - 54 years,2192.0
Roscommon,Population 2011 to 2016,2016,Male,55 - 59 years,2136.0
Roscommon,Population 2011 to 2016,2016,Male,60 - 64 years,2051.0
Roscommon,Population 2011 to 2016,2016,Male,65 - 69 years,1708.0
Roscommon,Population 2011 to 2016,2016,Male,70 - 74 years,1369.0
Roscommon,Population 2011 to 2016,2016,Male,75 - 79 years,931.0
Roscommon,Population 2011 to 2016,2016,Male,80 - 84 years,651.0
Roscommon,Population 2011 to 2016,2016,Male,85 years and over,500.0
Sligo,Population 2011 to 2016,2016,Male,All ages,32365.0
Sligo,Population 2011 to 2016,2016,Male,0 - 4 years,2262.0
Sligo,Population 2011 to 2016,2016,Male,5 - 9 years,2452.0
Sligo,Population 2011 to 2016,2016,Male,10 - 14 years,2141.0
Sligo,Population 2011 to 2016,2016,Male,15 - 19 years,2307.0
Sligo,Population 2011 to 2016,2016,Male,20 - 24 years,1796.0
Sligo,Population 2011 to 2016,2016,Male,25 - 29 years,1547.0
Sligo,Population 2011 to 2016,2016,Male,30 - 34 years,2006.0
Sligo,Population 2011 to 2016,2016,Male,35 - 39 years,2319.0
Sligo,Population 2011 to 2016,2016,Male,40 - 44 years,2197.0
Sligo,Population 2011 to 2016,2016,Male,45 - 49 years,2192.0
Sligo,Population 2011 to 2016,2016,Male,50 - 54 years,2159.0
Sligo,Population 2011 to 2016,2016,Male,55 - 59 years,2073.0
Sligo,Population 2011 to 2016,2016,Male,60 - 64 years,1859.0
Sligo,Population 2011 to 2016,2016,Male,65 - 69 years,1811.0
Sligo,Population 2011 to 2016,2016,Male,70 - 74 years,1332.0
Sligo,Population 2011 to 2016,2016,Male,75 - 79 years,878.0
Sligo,Population 2011 to 2016,2016,Male,80 - 84 years,614.0
Sligo,Population 2011 to 2016,2016,Male,85 years and over,420.0
Cavan,Population 2011 to 2016,2016,Male,All ages,38330.0
Cavan,Population 2011 to 2016,2016,Male,0 - 4 years,2889.0
Cavan,Population 2011 to 2016,2016,Male,5 - 9 years,3239.0
Cavan,Population 2011 to 2016,2016,Male,10 - 14 years,2865.0
Cavan,Population 2011 to 2016,2016,Male,15 - 19 years,2643.0
Cavan,Population 2011 to 2016,2016,Male,20 - 24 years,1837.0
Cavan,Population 2011 to 2016,2016,Male,25 - 29 years,1956.0
Cavan,Population 2011 to 2016,2016,Male,30 - 34 years,2599.0
Cavan,Population 2011 to 2016,2016,Male,35 - 39 years,2829.0
Cavan,Population 2011 to 2016,2016,Male,40 - 44 years,2776.0
Cavan,Population 2011 to 2016,2016,Male,45 - 49 years,2682.0
Cavan,Population 2011 to 2016,2016,Male,50 - 54 years,2548.0
Cavan,Population 2011 to 2016,2016,Male,55 - 59 years,2286.0
Cavan,Population 2011 to 2016,2016,Male,60 - 64 years,2024.0
Cavan,Population 2011 to 2016,2016,Male,65 - 69 years,1796.0
Cavan,Population 2011 to 2016,2016,Male,70 - 74 years,1345.0
Cavan,Population 2011 to 2016,2016,Male,75 - 79 years,923.0
Cavan,Population 2011 to 2016,2016,Male,80 - 84 years,644.0
Cavan,Population 2011 to 2016,2016,Male,85 years and over,449.0
Donegal,Population 2011 to 2016,2016,Male,All ages,79022.0
Donegal,Population 2011 to 2016,2016,Male,0 - 4 years,5554.0
Donegal,Population 2011 to 2016,2016,Male,5 - 9 years,6363.0
Donegal,Population 2011 to 2016,2016,Male,10 - 14 years,6139.0
Donegal,Population 2011 to 2016,2016,Male,15 - 19 years,5621.0
Donegal,Population 2011 to 2016,2016,Male,20 - 24 years,3762.0
Donegal,Population 2011 to 2016,2016,Male,25 - 29 years,3920.0
Donegal,Population 2011 to 2016,2016,Male,30 - 34 years,4632.0
Donegal,Population 2011 to 2016,2016,Male,35 - 39 years,5579.0
Donegal,Population 2011 to 2016,2016,Male,40 - 44 years,5616.0
Donegal,Population 2011 to 2016,2016,Male,45 - 49 years,5637.0
Donegal,Population 2011 to 2016,2016,Male,50 - 54 years,5021.0
Donegal,Population 2011 to 2016,2016,Male,55 - 59 years,4612.0
Donegal,Population 2011 to 2016,2016,Male,60 - 64 years,4477.0
Donegal,Population 2011 to 2016,2016,Male,65 - 69 years,4139.0
Donegal,Population 2011 to 2016,2016,Male,70 - 74 years,3358.0
Donegal,Population 2011 to 2016,2016,Male,75 - 79 years,2246.0
Donegal,Population 2011 to 2016,2016,Male,80 - 84 years,1374.0
Donegal,Population 2011 to 2016,2016,Male,85 years and over,972.0
Monaghan,Population 2011 to 2016,2016,Male,All ages,30866.0
Monaghan,Population 2011 to 2016,2016,Male,0 - 4 years,2433.0
Monaghan,Population 2011 to 2016,2016,Male,5 - 9 years,2524.0
Monaghan,Population 2011 to 2016,2016,Male,10 - 14 years,2255.0
Monaghan,Population 2011 to 2016,2016,Male,15 - 19 years,2128.0
Monaghan,Population 2011 to 2016,2016,Male,20 - 24 years,1551.0
Monaghan,Population 2011 to 2016,2016,Male,25 - 29 years,1693.0
Monaghan,Population 2011 to 2016,2016,Male,30 - 34 years,2110.0
Monaghan,Population 2011 to 2016,2016,Male,35 - 39 years,2339.0
Monaghan,Population 2011 to 2016,2016,Male,40 - 44 years,2267.0
Monaghan,Population 2011 to 2016,2016,Male,45 - 49 years,2066.0
Monaghan,Population 2011 to 2016,2016,Male,50 - 54 years,1964.0
Monaghan,Population 2011 to 2016,2016,Male,55 - 59 years,1808.0
Monaghan,Population 2011 to 2016,2016,Male,60 - 64 years,1667.0
Monaghan,Population 2011 to 2016,2016,Male,65 - 69 years,1457.0
Monaghan,Population 2011 to 2016,2016,Male,70 - 74 years,1072.0
Monaghan,Population 2011 to 2016,2016,Male,75 - 79 years,694.0
Monaghan,Population 2011 to 2016,2016,Male,80 - 84 years,522.0
Monaghan,Population 2011 to 2016,2016,Male,85 years and over,316.0
State,Population 2011 to 2016,2016,Female,All ages,2407437.0
State,Population 2011 to 2016,2016,Female,0 - 4 years,161784.0
State,Population 2011 to 2016,2016,Female,5 - 9 years,174091.0
State,Population 2011 to 2016,2016,Female,10 - 14 years,156098.0
State,Population 2011 to 2016,2016,Female,15 - 19 years,147908.0
State,Population 2011 to 2016,2016,Female,20 - 24 years,136052.0
State,Population 2011 to 2016,2016,Female,25 - 29 years,152213.0
State,Population 2011 to 2016,2016,Female,30 - 34 years,188796.0
State,Population 2011 to 2016,2016,Female,35 - 39 years,198376.0
State,Population 2011 to 2016,2016,Female,40 - 44 years,179978.0
State,Population 2011 to 2016,2016,Female,45 - 49 years,163286.0
State,Population 2011 to 2016,2016,Female,50 - 54 years,151723.0
State,Population 2011 to 2016,2016,Female,55 - 59 years,136244.0
State,Population 2011 to 2016,2016,Female,60 - 64 years,120158.0
State,Population 2011 to 2016,2016,Female,65 - 69 years,106275.0
State,Population 2011 to 2016,2016,Female,70 - 74 years,82771.0
State,Population 2011 to 2016,2016,Female,75 - 79 years,61350.0
State,Population 2011 to 2016,2016,Female,80 - 84 years,45841.0
State,Population 2011 to 2016,2016,Female,85 years and over,44493.0
Carlow,Population 2011 to 2016,2016,Female,All ages,28467.0
Carlow,Population 2011 to 2016,2016,Female,0 - 4 years,1999.0
Carlow,Population 2011 to 2016,2016,Female,5 - 9 years,2169.0
Carlow,Population 2011 to 2016,2016,Female,10 - 14 years,2038.0
Carlow,Population 2011 to 2016,2016,Female,15 - 19 years,1742.0
Carlow,Population 2011 to 2016,2016,Female,20 - 24 years,1577.0
Carlow,Population 2011 to 2016,2016,Female,25 - 29 years,1718.0
Carlow,Population 2011 to 2016,2016,Female,30 - 34 years,2116.0
Carlow,Population 2011 to 2016,2016,Female,35 - 39 years,2286.0
Carlow,Population 2011 to 2016,2016,Female,40 - 44 years,2147.0
Carlow,Population 2011 to 2016,2016,Female,45 - 49 years,1954.0
Carlow,Population 2011 to 2016,2016,Female,50 - 54 years,1807.0
Carlow,Population 2011 to 2016,2016,Female,55 - 59 years,1620.0
Carlow,Population 2011 to 2016,2016,Female,60 - 64 years,1428.0
Carlow,Population 2011 to 2016,2016,Female,65 - 69 years,1214.0
Carlow,Population 2011 to 2016,2016,Female,70 - 74 years,982.0
Carlow,Population 2011 to 2016,2016,Female,75 - 79 years,706.0
Carlow,Population 2011 to 2016,2016,Female,80 - 84 years,509.0
Carlow,Population 2011 to 2016,2016,Female,85 years and over,455.0
Dublin,Population 2011 to 2016,2016,Female,All ages,688988.0
Dublin,Population 2011 to 2016,2016,Female,0 - 4 years,44432.0
Dublin,Population 2011 to 2016,2016,Female,5 - 9 years,44481.0
Dublin,Population 2011 to 2016,2016,Female,10 - 14 years,38267.0
Dublin,Population 2011 to 2016,2016,Female,15 - 19 years,38671.0
Dublin,Population 2011 to 2016,2016,Female,20 - 24 years,46329.0
Dublin,Population 2011 to 2016,2016,Female,25 - 29 years,57334.0
Dublin,Population 2011 to 2016,2016,Female,30 - 34 years,63566.0
Dublin,Population 2011 to 2016,2016,Female,35 - 39 years,60833.0
Dublin,Population 2011 to 2016,2016,Female,40 - 44 years,50466.0
Dublin,Population 2011 to 2016,2016,Female,45 - 49 years,43934.0
Dublin,Population 2011 to 2016,2016,Female,50 - 54 years,40514.0
Dublin,Population 2011 to 2016,2016,Female,55 - 59 years,36560.0
Dublin,Population 2011 to 2016,2016,Female,60 - 64 years,31684.0
Dublin,Population 2011 to 2016,2016,Female,65 - 69 years,27579.0
Dublin,Population 2011 to 2016,2016,Female,70 - 74 years,21781.0
Dublin,Population 2011 to 2016,2016,Female,75 - 79 years,17287.0
Dublin,Population 2011 to 2016,2016,Female,80 - 84 years,12979.0
Dublin,Population 2011 to 2016,2016,Female,85 years and over,12291.0
Kildare,Population 2011 to 2016,2016,Female,All ages,111958.0
Kildare,Population 2011 to 2016,2016,Female,0 - 4 years,8447.0
Kildare,Population 2011 to 2016,2016,Female,5 - 9 years,9354.0
Kildare,Population 2011 to 2016,2016,Female,10 - 14 years,8225.0
Kildare,Population 2011 to 2016,2016,Female,15 - 19 years,7485.0
Kildare,Population 2011 to 2016,2016,Female,20 - 24 years,6229.0
Kildare,Population 2011 to 2016,2016,Female,25 - 29 years,6397.0
Kildare,Population 2011 to 2016,2016,Female,30 - 34 years,9077.0
Kildare,Population 2011 to 2016,2016,Female,35 - 39 years,9917.0
Kildare,Population 2011 to 2016,2016,Female,40 - 44 years,9433.0
Kildare,Population 2011 to 2016,2016,Female,45 - 49 years,8037.0
Kildare,Population 2011 to 2016,2016,Female,50 - 54 years,7024.0
Kildare,Population 2011 to 2016,2016,Female,55 - 59 years,5821.0
Kildare,Population 2011 to 2016,2016,Female,60 - 64 years,4965.0
Kildare,Population 2011 to 2016,2016,Female,65 - 69 years,4196.0
Kildare,Population 2011 to 2016,2016,Female,70 - 74 years,2885.0
Kildare,Population 2011 to 2016,2016,Female,75 - 79 years,1895.0
Kildare,Population 2011 to 2016,2016,Female,80 - 84 years,1281.0
Kildare,Population 2011 to 2016,2016,Female,85 years and over,1290.0
Kilkenny,Population 2011 to 2016,2016,Female,All ages,49699.0
Kilkenny,Population 2011 to 2016,2016,Female,0 - 4 years,3414.0
Kilkenny,Population 2011 to 2016,2016,Female,5 - 9 years,3645.0
Kilkenny,Population 2011 to 2016,2016,Female,10 - 14 years,3462.0
Kilkenny,Population 2011 to 2016,2016,Female,15 - 19 years,3161.0
Kilkenny,Population 2011 to 2016,2016,Female,20 - 24 years,2290.0
Kilkenny,Population 2011 to 2016,2016,Female,25 - 29 years,2734.0
Kilkenny,Population 2011 to 2016,2016,Female,30 - 34 years,3525.0
Kilkenny,Population 2011 to 2016,2016,Female,35 - 39 years,3964.0
Kilkenny,Population 2011 to 2016,2016,Female,40 - 44 years,3822.0
Kilkenny,Population 2011 to 2016,2016,Female,45 - 49 years,3445.0
Kilkenny,Population 2011 to 2016,2016,Female,50 - 54 years,3299.0
Kilkenny,Population 2011 to 2016,2016,Female,55 - 59 years,2999.0
Kilkenny,Population 2011 to 2016,2016,Female,60 - 64 years,2615.0
Kilkenny,Population 2011 to 2016,2016,Female,65 - 69 years,2230.0
Kilkenny,Population 2011 to 2016,2016,Female,70 - 74 years,1800.0
Kilkenny,Population 2011 to 2016,2016,Female,75 - 79 years,1284.0
Kilkenny,Population 2011 to 2016,2016,Female,80 - 84 years,982.0
Kilkenny,Population 2011 to 2016,2016,Female,85 years and over,1028.0
Laois,Population 2011 to 2016,2016,Female,All ages,41886.0
Laois,Population 2011 to 2016,2016,Female,0 - 4 years,3223.0
Laois,Population 2011 to 2016,2016,Female,5 - 9 years,3706.0
Laois,Population 2011 to 2016,2016,Female,10 - 14 years,3215.0
Laois,Population 2011 to 2016,2016,Female,15 - 19 years,2624.0
Laois,Population 2011 to 2016,2016,Female,20 - 24 years,1952.0
Laois,Population 2011 to 2016,2016,Female,25 - 29 years,2475.0
Laois,Population 2011 to 2016,2016,Female,30 - 34 years,3505.0
Laois,Population 2011 to 2016,2016,Female,35 - 39 years,3607.0
Laois,Population 2011 to 2016,2016,Female,40 - 44 years,3160.0
Laois,Population 2011 to 2016,2016,Female,45 - 49 years,2844.0
Laois,Population 2011 to 2016,2016,Female,50 - 54 years,2536.0
Laois,Population 2011 to 2016,2016,Female,55 - 59 years,2246.0
Laois,Population 2011 to 2016,2016,Female,60 - 64 years,1917.0
Laois,Population 2011 to 2016,2016,Female,65 - 69 years,1576.0
Laois,Population 2011 to 2016,2016,Female,70 - 74 years,1248.0
Laois,Population 2011 to 2016,2016,Female,75 - 79 years,857.0
Laois,Population 2011 to 2016,2016,Female,80 - 84 years,645.0
Laois,Population 2011 to 2016,2016,Female,85 years and over,550.0
Longford,Population 2011 to 2016,2016,Female,All ages,20286.0
Longford,Population 2011 to 2016,2016,Female,0 - 4 years,1478.0
Longford,Population 2011 to 2016,2016,Female,5 - 9 years,1649.0
Longford,Population 2011 to 2016,2016,Female,10 - 14 years,1467.0
Longford,Population 2011 to 2016,2016,Female,15 - 19 years,1255.0
Longford,Population 2011 to 2016,2016,Female,20 - 24 years,976.0
Longford,Population 2011 to 2016,2016,Female,25 - 29 years,1144.0
Longford,Population 2011 to 2016,2016,Female,30 - 34 years,1476.0
Longford,Population 2011 to 2016,2016,Female,35 - 39 years,1591.0
Longford,Population 2011 to 2016,2016,Female,40 - 44 years,1401.0
Longford,Population 2011 to 2016,2016,Female,45 - 49 years,1390.0
Longford,Population 2011 to 2016,2016,Female,50 - 54 years,1201.0
Longford,Population 2011 to 2016,2016,Female,55 - 59 years,1176.0
Longford,Population 2011 to 2016,2016,Female,60 - 64 years,1061.0
Longford,Population 2011 to 2016,2016,Female,65 - 69 years,950.0
Longford,Population 2011 to 2016,2016,Female,70 - 74 years,769.0
Longford,Population 2011 to 2016,2016,Female,75 - 79 years,488.0
Longford,Population 2011 to 2016,2016,Female,80 - 84 years,412.0
Longford,Population 2011 to 2016,2016,Female,85 years and over,402.0
Louth,Population 2011 to 2016,2016,Female,All ages,65251.0
Louth,Population 2011 to 2016,2016,Female,0 - 4 years,4638.0
Louth,Population 2011 to 2016,2016,Female,5 - 9 years,5105.0
Louth,Population 2011 to 2016,2016,Female,10 - 14 years,4827.0
Louth,Population 2011 to 2016,2016,Female,15 - 19 years,4223.0
Louth,Population 2011 to 2016,2016,Female,20 - 24 years,3450.0
Louth,Population 2011 to 2016,2016,Female,25 - 29 years,3915.0
Louth,Population 2011 to 2016,2016,Female,30 - 34 years,4845.0
Louth,Population 2011 to 2016,2016,Female,35 - 39 years,5340.0
Louth,Population 2011 to 2016,2016,Female,40 - 44 years,5069.0
